OTU	Test-Statistic	P	FDR_P	Bonferroni_P	NH_mean	H_mean	taxonomy
OTU_22	0.129464036994	0.718988392117	0.956201188458	1.0	0.58064516129	0.416666666667	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Actinomycetospora; s__
OTU_7024	0.124917275459	0.723761315341	0.956201188458	1.0	0.612903225806	0.375	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
OTU_18	0.119731244717	0.729326159254	0.956201188458	1.0	0.451612903226	0.75	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__
OTU_265	0.116426959832	0.732942522041	0.956201188458	1.0	9.70967741935	8.16666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Exiguobacteraceae]; g__; s__
OTU_731	0.115965518725	0.733452086171	0.956201188458	1.0	0.645161290323	128.5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
OTU_110	0.110662953061	0.739390631941	0.956201188458	1.0	0.225806451613	1.20833333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter
OTU_474	0.110407895837	0.739680229281	0.956201188458	1.0	3.09677419355	0.25	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
OTU_243	0.103363959692	0.747829497607	0.956201188458	1.0	21.4838709677	1.66666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
OTU_396	0.101389181437	0.750168888182	0.956201188458	1.0	0.322580645161	0.666666666667	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
OTU_2176	0.101389181437	0.750168888182	0.956201188458	1.0	0.387096774194	0.916666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
OTU_8560	0.0892846625478	0.765088536247	0.957645648843	1.0	19.7096774194	24.2916666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
OTU_425	0.0844661524031	0.771333845489	0.957645648843	1.0	0.354838709677	0.708333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
OTU_333	0.0819113292816	0.774723753895	0.957645648843	1.0	1.93548387097	4.16666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus
OTU_273	0.0796813144883	0.777729748764	0.957645648843	1.0	0.41935483871	0.333333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas; s__
OTU_112	0.0796616837136	0.777756410939	0.957645648843	1.0	0.225806451613	0.291666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Mycoplana; s__
OTU_260	0.0710562549174	0.789805037338	0.965910214583	1.0	2.25806451613	0.208333333333	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__
OTU_52	0.0612197766002	0.80457831818	0.967697639321	1.0	26.1935483871	7.04166666667	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Micrococcus; s__
OTU_453	0.0595627589307	0.80718835706	0.967697639321	1.0	16.935483871	3.70833333333	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Leucobacter; s__
OTU_392	0.0590217414633	0.808048852185	0.967697639321	1.0	3.77419354839	18.1666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
OTU_2222	0.0516610918986	0.820197653593	0.967697639321	1.0	0.354838709677	0.333333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
OTU_4604	0.0516280974283	0.820254098442	0.967697639321	1.0	0.612903225806	0.833333333333	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
OTU_367	0.0491126241768	0.824614630405	0.967697639321	1.0	0.612903225806	0.166666666667	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Aeromicrobium; s__
OTU_1472	0.0448658104397	0.832250967532	0.967697639321	1.0	1.90322580645	0.958333333333	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
OTU_3811	0.0380753739199	0.84529186536	0.967697639321	1.0	3.96774193548	5.70833333333	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
OTU_1315	0.0323753285716	0.857206380512	0.967697639321	1.0	0.516129032258	98.2916666667	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
OTU_19	0.0291233346748	0.864494574656	0.967697639321	1.0	2379.83870968	1289.54166667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
OTU_789	0.0275834313664	0.868091943986	0.967697639321	1.0	0.58064516129	0.208333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__vitis
OTU_263	0.0275305895439	0.868217196925	0.967697639321	1.0	1294.03225806	158.5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae
OTU_16	0.0271473270605	0.869129378994	0.967697639321	1.0	141.129032258	16.25	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__johnsonii
OTU_3757	0.0270808305012	0.869288315679	0.967697639321	1.0	8.51612903226	0.458333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__cereus
OTU_1651	0.0259858077011	0.871934982871	0.967697639321	1.0	44.0322580645	0.208333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
OTU_793	0.02345472031	0.878280507172	0.967697639321	1.0	0.161290322581	0.291666666667	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
OTU_3228	0.02197436822	0.882155306563	0.967697639321	1.0	3.38709677419	7.58333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
OTU_37	0.0158256341998	0.899890260023	0.976529350875	1.0	8.29032258065	78.0833333333	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__
OTU_2284	0.0154759506159	0.900996693901	0.976529350875	1.0	2.64516129032	4.20833333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
OTU_334	0.0119678278997	0.912887162572	0.981112577032	1.0	0.645161290323	1.25	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__
OTU_257	0.0111070285614	0.916066439328	0.981112577032	1.0	5.96774193548	5.83333333333	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__
OTU_10	0.00944208259921	0.922591090656	0.982288161228	1.0	206.935483871	90.7083333333	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinobaculum; s__
OTU_85	0.00369377404317	0.951537264371	1.0	1.0	0.838709677419	0.666666666667	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__
OTU_306	0.0015621975544	0.968472105078	1.0	1.0	0.41935483871	7.95833333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
OTU_2	0.00143711114531	0.969760038867	1.0	1.0	10.0967741935	45.0416666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
OTU_339	0.00124101621264	0.971897887454	1.0	1.0	7.03225806452	19.3333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
OTU_5109	0.00115261428055	0.97291688356	1.0	1.0	615.322580645	791.666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__pettenkoferi
OTU_7464	0.000860794713551	0.976593980946	1.0	1.0	0.161290322581	0.166666666667	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
OTU_416	0.000112133019194	0.991551128538	1.0	1.0	7.29032258065	2.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__parvula
OTU_600	0.000103724353877	0.991874072882	1.0	1.0	1.70967741935	2.20833333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__
OTU_12	7.68330026042e-05	0.993006277391	1.0	1.0	144.64516129	41.875	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
OTU_403	0.0	1.0	1.0	1.0	0.387096774194	0.666666666667	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__; s__
OTU_775	0.0	1.0	1.0	1.0	0.258064516129	0.333333333333	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Williamsiaceae; g__Williamsia; s__
